Index,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,1831,Bitcoin Cash,BCH,bitcoin-cash,1138,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000,19999937.5,19999937.5,FALSE,10255139328,,11,,,,2026-02-25T22:07:00.000Z,512.7585687575644,497055877.33086383,-4.1962,0.00087126,5.60263644,-7.17386358,-11.3991968,-17.2525793,-4.32594926,10255139327.74074,0.4299,10767929944,,2026-02-25T22:07:00.000Z,,,,,,10:26.6
11,3957,UNUS SED LEO,LEO,unus-sed-leo,67,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921293554.9,985239504,FALSE,8634434616,,12,,,,2026-02-25T22:08:00.000Z,8.763792541069694,2964271.54479424,-65.8773,-0.00523207,3.31427966,2.8379871,-3.9536713,3.70545082,-10.47220817,8074025584.568203,0.3383,8634434616,,2026-02-25T22:08:00.000Z,1027,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,10:26.6
12,32196,Hyperliquid,HYPE,hyperliquid,240,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.9,258551848.91022626,957958221.4466174,FALSE,27561264223,,13,333931719,9607496583.651201,,2026-02-25T22:07:00.000Z,28.77084157330739,309459705.87088716,49.8222,-0.11624153,5.50569023,0.8141157,15.65325007,10.87832526,-18.08304046,7438754283.481829,0.3118,27668098023,,2026-02-25T22:07:00.000Z,32196,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,10:26.6
13,1975,Chainlink,LINK,chainlink,2213,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'b?-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000,708099970.4525867,1000000000,FALSE,9512299675,,14,,,,2026-02-25T22:08:00.000Z,9.512299675317495,572950037.7101533,26.4375,0.82663218,15.64840187,10.99086426,-20.67220686,-23.1946767,-29.23314597,6735659119.028468,0.2824,9512299675,,2026-02-25T22:08:00.000Z,1027,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,10:26.6
14,37263,Canton,CC,canton-network,72,2025-07-08T04:07:45.000Z,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",,37826691312.09814,37827166147.89128,TRUE,6368955387,,15,37826691312,6368875439.071305,,2026-02-25T22:07:00.000Z,0.16836987899689843,13097971.3192825,39.9743,2.07815471,5.03494241,0.52354933,10.27865649,46.82375194,93.51079117,6368875439.070992,0.2669,6368955387,,2026-02-25T22:07:00.000Z,,,,,,10:26.6
15,1,Bitcoin,BTC,bitcoin,12566,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000,19994781,19994781,FALSE,1380442740904.95,,1,,,,2026-02-25T22:09:00.000Z,69040.15307319205,51782742508.99801,24.2921,-0.26553566,7.61502638,4.10403906,-21.49757822,-21.1960825,-24.44138455,1380442740904.952,57.8783,1449843214537.03,,2026-02-25T22:09:00.000Z,,,,,,11:28.0
16,1027,Ethereum,ETH,ethereum,11588,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692321.10984947,120692321.10984947,TRUE,254724774764.56,,2,,,,2026-02-25T22:09:00.000Z,2110.530085279561,26698885560.756626,43.0736,1.60392874,13.51945367,8.57882665,-27.8564088,-27.98799786,-30.37680496,254724774764.55875,10.679,254724774764.56,,2026-02-25T22:09:00.000Z,,,,,,11:28.0
17,825,Tether USDt,USDT,tether,171679,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183624238441.84308,187939981262.8225,TRUE,187991549921.58,,3,,,,2026-02-25T22:09:00.000Z,1.0002743889746657,99692290168.72896,28.5653,-0.00244433,0.02218657,0.07689637,0.13864213,0.08904183,0.02523938,183674622908.3529,7.701,187991549921.58,,2026-02-25T22:09:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,11:28.0
18,52,XRP,XRP,xrp,1802,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",1E+11,61018583977,99985712847,FALSE,148247253234.69,,4,,,,2026-02-25T22:09:00.000Z,1.482684365730714,4079850628.4296627,46.72,0.99532812,9.33559714,4.40245546,-21.81879014,-20.35999019,-33.00554861,90471300481.72456,3.793,148268436573.07,,2026-02-25T22:09:00.000Z,,,,,,11:28.0
19,1839,BNB,BNB,bnb,3136,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136358904.2,136358904.2,136358904.2,FALSE,86691023611,,5,,,,2026-02-25T22:09:00.000Z,635.7562357315468,2615428493.285017,48.3513,0.56453331,8.50914224,5.23852864,-27.44417587,-24.49253892,-29.06065249,86691023610.8828,3.6344,86691023611,,2026-02-25T22:09:00.000Z,,,,,,11:28.0
20,3408,USDC,USDC,usd-coin,37651,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,75331387385.69838,75331387385.69838,FALSE,75336851111,,6,60901219650,60905636767.25484,,2026-02-25T22:09:00.000Z,1.0000725292046728,14272179315.648247,15.2055,0.00570448,0.0012349,0.0168875,0.04726215,0.023344,0.02585418,75336851111.31236,3.1569,75336851111,,2026-02-25T22:09:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,11:28.0
21,5426,Solana,SOL,solana,1090,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,568787849.9886742,621197828.3781875,TRUE,56090826454,,7,525236893.3,47426069576.21384,,2026-02-25T22:09:00.000Z,90.29462739801382,5513655137.601207,52.4117,0.65506359,14.3292218,11.08614832,-27.39583865,-27.40147287,-36.27891437,51358486983.24471,2.1521,56090826454,,2026-02-25T22:09:00.000Z,,,,,,11:28.0
22,1958,TRON,TRX,tron,1302,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94737322761.9229,94737320743.5791,TRUE,27118466273,,8,94667886298,27098590730.115967,,2026-02-25T22:10:00.000Z,0.2862490311095641,605880137.1472551,19.4974,0.20612106,0.93999531,2.58617685,-3.46808238,0.85898278,2.16036101,27118466850.514484,1.1371,27118466273,,2026-02-25T22:10:00.000Z,,,,,,11:28.0
23,74,Dogecoin,DOGE,dogecoin,1403,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168891023126.57907,168891023126.57907,TRUE,17808488181,,9,,,,2026-02-25T22:09:00.000Z,0.1054436633214135,1559917651.041635,86.1249,1.13885141,14.5507199,7.19203578,-13.90753702,-14.64717473,-31.37086948,17808488180.568066,0.7464,17808488181,,2026-02-25T22:09:00.000Z,,,,,,11:28.0
24,2010,Cardano,ADA,cardano,1684,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000,36074136490.46285,44994843280.28874,FALSE,13909079304,,10,37997904336,11746143030.331537,,2026-02-25T22:10:00.000Z,0.3091260751241746,1001950604.9322331,163.7043,0.40252309,18.84399866,13.03709162,-12.39114064,-15.04393003,-29.06714139,11151456226.790548,0.4676,13910673381,,2026-02-25T22:10:00.000Z,,,,,,11:28.0
25,1831,Bitcoin Cash,BCH,bitcoin-cash,1138,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000,19999937.5,19999937.5,FALSE,10255449436,,11,,,,2026-02-25T22:09:00.000Z,512.7740742337796,497082871.4375424,-4.1592,-0.01467998,5.61660309,-7.15383711,-11.37435,-17.25732507,-4.34162772,10255449436.295954,0.4299,10768255559,,2026-02-25T22:09:00.000Z,,,,,,11:28.0
26,3957,UNUS SED LEO,LEO,unus-sed-leo,67,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921293554.9,985239504,FALSE,8631384379,,12,,,,2026-02-25T22:10:00.000Z,8.7606966061575,2964934.29388349,-65.8862,-0.04179853,3.40987172,2.79951515,-3.92173408,3.67007144,-10.46652751,8071173319.687208,0.3382,8631384379,,2026-02-25T22:10:00.000Z,1027,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,11:28.0
27,32196,Hyperliquid,HYPE,hyperliquid,240,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.9,258551848.91022626,957958221.4466174,FALSE,27560320561,,13,333931719,9607167635.312576,,2026-02-25T22:09:00.000Z,28.769856496658758,309536199.2725612,49.865,-0.12396088,5.50204515,0.82248867,15.49573035,10.94845261,-17.85147487,7438499590.093006,0.3119,27667150703,,2026-02-25T22:09:00.000Z,32196,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,11:28.0
